,text,label
977,i feel like even though i dont buy into societys ideas about what a woman should look like i am still constantly un1 with myself,0
978,i have no idea how i feel beyond wanting to be with my be1d,1
979,i don t want to tell people how my first was with you and how you made me feel i don t want to think that you re the most gorgeous guy i ve ever seen and i 1 how other people disagree because i don t want them to see how truly wonderful you are to me,1
980,i still feel like the admission that i don t like this popular show puts me in a category with people who kick puppies or people who or who steal the ratty clothes off the backs of dickensian orphans,1
981,i feel the character im doing is a little more beaten down and the comedy is a little bit smaller,0
982,i feel everything around me is fucked everyone around me is falling to pieces,0
983,i anyone another 1ly day today weather am running late with life generally and not done any art today yet feel deprived bit of,0
984,i feel extremely insulted,0
985,i blanked a little on a lesson and she seamlessly jumped in to support me without making me feel stupid or inferring it to the kids,0
986,i feel like i smell this scent all over taiwan quite frequently in cute coffee shop bathrooms,1
987,i feel like im the one to be blamed for all things,0
988,i cant help feeling mad at this man,0
989,i guess it all just depends on my mood whether im feeling sociable or not,1
990,i think of how much time we spent just doing fun childhood stuff together as a family i feel amazed,2
991,i continued to feel very submissive and continued to be aroused as well,0
992,i told im i didnt want him to feel uncomfortable,2
993,i feel constantly at battle like i need to continuously improve myself but then feel like nothing i do will ever be enough and that makes me feel chronically exhausted,0
994,i feel like im a shy enormous pink flamingo man,2
995,i feel like as much as it was an unfortunate situation that i wasnt with my father i was in a great place,0
996,i just want to show them that i can take care of myself and i feel wronged by staying with them,0
997,i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,0
998,im listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better,1
999,ive been comfort eating because im still feeling rubbish and i havent bothered to log most of it so theres no point checking on my food log yeah i know some of you do that,0
1000,i feel so honored to be nominated for this award,1
1001,im feeling quite joyful today,1
1002,when i received the first year results as the first year had involved a lot of work and i was very pleased when i got the results,1
1003,i feel like ive isolated myself from regular relationships,0
1004,i am also not a perfect girl friend and im always a disappointment always feeling so doubtful and always putting you through a hard time with my mood swings and sudden outburst of low emo mood,2
1005,i feel assured the world around me seems brighter,1
1006,i cant hide my feeling when i feel so glad,1
1007,i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,0
1008,i am ready to cry because i feel such a sweet presence of the ruach hakodesh the holy spirit in my room with me right now,1
1009,i feel confused too,2
1010,i attempted to call my mom to talk to her but she answered the phone with suck fake regard for my feelings she had her jolly voice on and i just told her nevermind and she said okay i have a couple guests walking through the door so i have to go and feed them some pie,1
1011,i feel for this little pound 1ly is truly a gift,1
1012,i posted on here and i m feeling very neglectful,0
1013,i woke up monday feeling like crap and blamed it on the weather,0
1014,i zoom into those difficulties into feeling like having to give up everything and feeling more then helpless alone in a desert cast out by the ways voices and actions of others that is another story when i zoom into it i also temporarily loose the view of the full picture,0
1015,i didnt feel like anyone really hated me or noone new anyway and i managed to just not think about those who do,0
1016,i have these random moments where i feel suddenly very creative and would 1 to sit down and hear the tick tick tick of the keyboard keys as my thoughts spilled out onto the screen,1
1017,i feel nostalgic to travel away from my country my family and my friends not because i dont like them,1
1018,i found these emails from scott dale and just reading them frusterated me so much that i feel the need to post them and show the world what a neurotic freak he was is,2
1019,i smoothly hand her a twenty feeling smug that they are both interested,1
1020,i did see some things that i would never have done myself for the movie adaption but feel that if i did not read the book it would not have bothered me,0
1021,ive had to harden my heart to toughen my skin in order to truly protect myelf from feeling utterly devastated,0
1022,i feel like its the perfect time to enlist some extra help,1
1023,i somehow feel more vulnerable without it,2
1024,i don t know how i feel about today because part of me is convinced that i am making this so much more difficult than it actually is or as mehow casually remarks in the april infield insider getting out of the box you are in that was never there in the first place,1
1025,i was feeling a bit casual and put on a plain tank top with loose bottoms i got from zara,1
1026,i think we i can get caught up in the nature of being busy of feeling the need to fill each moment with industry of some sort of occupying blank spaces with effort and chores,0
1027,i am feeling very 2ful that things arent going to go the way i want them to with my ex,2
1028,i honestly feel kind of embarrassed and a bit guilty,0
1029,i said i wanted to give you a little sample of the writing i denied you then but i m feeling a little more generous today i suppose because i just have to share one little taste,1
1030,i feel a bit rotten putting a post about teaching into the stones tag list for this blog its not really a grumble or groan subject for me to be honest,0
1031,ive learned in this short journey thus far is i know when my body has had enough of sugar and fast food and junk even though those days are far and few between i start to feel lethargic,0
1032,i felt better on thursday and today friday felt good enough to come into work though i still feel kind of shitty and foggy,0
1033,i just feel disappointed for losing he said,0
1034,i need to get in touch with what i want and how i want to feel did i mention how much i hate people caring for me,1
1035,i feel like a failure of a parent which add that to the emotional rollercoaster of having to have an unplanned c section and well some days i feel like i have just failed from the beginning,0
1036,i feel rather intimidated by my re his impressive background and the clinic in general,2
1037,i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,2
1038,i need to feel assured i need to feel secure,1
1039,i could genuinely feel loving toward someone without them ever knowing it if i dont act like it,1
1040,i feel like the people that disliked it the most,0
1041,i can never seem to get on the good foot and i feel so crappy,0
1042,i want something that gives me a major orgasm that will make me feel so horny ill screw anything that moves,1
1043,i drove home i was aware of feeling not like myself and then she called to ask if i was ok,1
1044,i feel guilty for complaining about my life knowing that there are people out there who have it much worse than i do,0
1045,id feel completely lost without him,0
1046,im feeling discouraged i can look at that and remember i can achieve the goals i set for myself and i can always 2 myself with successes,0
1047,i tried to explain what my lyme and coinfections feel like i guess i could say it is a horrible painful nightmare that just won t end,0
1048,i cherish that feeling of babies asleep on my chest their amazingly sweet breath and the feeling they give me of i am needed,1
1049,i can feel it weighing on me filling my thoughts as i try to do homework or help out at special olympics,1
1050,i 1 the rainbow look that i have going on and think that it feels really festive i just hope the kids don t feel like it s suppose to be a constant party in our classroom thanks to the tissue paper balls,1
1051,i feel incredibly idiotic but i was also embarrassed because it hadnt been their fault at all and i had yelled at one of the workers on the phone out of frustration about needing to call them a million times sending so many emails and still the problem was not solved,0
1052,i feel so uncomfortable about the word hero,2
1053,i can do to that would truly express the utter gratitude and thankfulness i feel for your sincere gesture and i am very grateful,1
1054,i feel energized and eager to write tomorrow,1
1055,i feel respected so his notions of feeling good or thinking good about someone become my notions of ensuring respect,1
1056,i feel so ecstatic that i survived my comprehensive exams because i was never sure if i would survive not just pass but survive,1
1057,i feel honoured to wear this one,1
1058,i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,0
1059,i woke up on the sofa feeling extremely agitated around pm,2
1060,i honestly don t think it s possible for me to feel romantic 1 at this point,1
1061,i like build quality and how the button layout changes according to the phone s function i also like that the haptic feedback really feels like the phone has buttons herrman is still convinced there aren t haptics,1
1062,i like listening to hardcore sxe music its the one thing that lets me feel rebellious while not chocolating out or spending till its gone,0
1063,i feel the time at hand my be1d signals his agreement,1
1064,i don t even feel particularly loyal to shell,1
1065,i feel its casual and straight up,1
1066,i feel ashamed that i so readily turn it aside,0
1067,i guess they cant help but at least feel remorseful that she died so horribly and im pretty sure matt wasnt crying because he cared,0
1068,i feel so annoyed,0
1069,i just feel like a smarter more well rounded person because of it,1
1070,i was bopping around the house yesterday singing to myself and possibly out loud just a bit i feel charming oh so charming,1
1071,i am feeling very unsure of my future,2
1072,i came across the exchange point feeling strong,1
1073,i really remember is feeling wonderful in the oatmeal bath,1
1074,i got separated from the man i 1d,0
1075,i feel todays schedule was an aching am to pm backed up by a mere hours of sleep one sandwich and tall espresso,0
1076,i could feel the delicate pressure of her fingers searching to feel my arm beneath the course fabric,1
1077,ive clawed time back and i still feel strong,1
1078,i didn t walk the whole distance just sampled four or five stretches but i came home feel charmed by the experience,1
1079,i 1 feeling brave,1
1080,i wake up in the morning and have my voice and my throat feels ok but by the afternoon its all scratchy again and i sound like marge simpson until the night when its so bad and my throat is so sore i just have to whisper,1
1081,im going to sleep now while i still feel triumphant,1
1082,i have one of the guest rooms in our current house that was supposed to be my craft office closet but i honestly never use it since it is up stairs in a cold or hot room that i feel i can t get messy,0
1083,i also have a niggling feeling that im getting complacent in my abilities,1
1084,i feel at ease after sweet communing teach me it is far too little i know and do,1
1085,i feel combination slightly superior sitting in on virtual event you ll feel as if it s another day office,1
1086,i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,2
1087,i put up my christmas tree and im feeling fairly festive,1
1088,i feel numb the way a wound does before it really starts to hurt,0
1089,i didnt want others negative energy weighing us down and influencing my feelings and thought process during this special time,1
1090,i feel glad and proud myself i could answer some complicated questions that i can t ever been done before,1
1091,im just feeling very uncertain and,2
1092,i tell people it feels like i am trying to convince people i am innocent but no one believes me,1
1093,i feel very very burdened by so many situations around me right now,0
1094,im not sure i relish the feeling of squelching mud between my toes when its contents are uncertain,2
1095,i do not always find myself feeling thankful but over the years i ve gathered a few tricks that allow me to feel grateful in the face of moments when the last thing i want to do is say thanks,1
1096,im constantly feeling alone,0
1097,im taking advantage of feeling artistic incase it runs away again bell had her baby the other day yay,1
1098,i still feel ashamed that i live in a world of people who dont know how,0
1099,i don t want you to feel pressured into making 1,2
1100,i feel like im actually supporting myself by making use of what i know and 1,1
1101,i ask her what shed like to do and she just says she doesnt mind so i am always making suggestions and just feel like im having to try every day to keep her entertained,1
1102,i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,2
1103,i honestly believe those darker days are the reason i push so hard to be someone of worth in my future i feel it is my duty to make up for all the time i lost,0
1104,i still want to be a lady who likes ladies who does not feel inhibited to kiss another woman in public but i guess i will just have to disregard societal views that pertain to my sexual preferences and how i portray them,0
1105,i done something that i didn t feel inspired or challenged by,1
1106,i feel that everyone has the ability to be artistic in his or her own special way and find that the most attractive art is unleashed fromthe virgin artists,1
1107,i think the energy in our jobs and in our writing should not always be spent on what we think will sell but rather on our pet projects we truly feel invigorated about,1
1108,im even starting to feel more sociable,1
1109,i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,2
1110,i find it hard to feel jolly when throngs of people around me are so lost in the fervor of getting stuff that they cant see their heart for the green in their wallet encouraged by the constant barrage and pressure from every angle to shop here and buy more,1
1111,i think he feels pretty cute in this,1
1112,i wanted to go and ask him about my batting but was feeling hesitant about approaching such a big player,2
1113,i got a bit caught up in the moment and forgot that at the core of the rude comments and silly songs were the real feelings of a be1d and brilliant comic actor and a very sweet and big hearted young woman,1
1114,ive been feeling a bit overwhelmed with the whole marathon idea lately,2
1115,i know i would feel weird about that and probably act strangely for a few days,2
1116,i feel like an impostor in my work as i smile and talk about behavior contracts positive reinforcement cognitive reframing physical activity and other means for diminishing dissolving or deferring the pain of reality,1
1117,i feel suspicious if there is no one outside like the rapture has happened or something,2
1118,i feel so deeply shocked and saddened,2
1119,i did manage two short runs and a walk but today im back to feeling just shy of awful,2
1120,im told by horsey people that they are a rare find so i feel quite lucky,1
1121,i have not spent that much time with them but i just don t feel that comfortable there,1
1122,i think i brag and it feels strange because i still see myself as a little fattie pre teen unworthy of any male attention,2
1123,i cant help but feel a little humiliated,0
1124,i don t feel depressed for lack of a husband all the time,0
1125,i feel really lucky to be part of what looks like an active and friendly homeschooling group here in dubai,1
1126,i kicked you in the throat and now i feel terrific,1
1127,im feeling much more positive about the impending move,1
1128,i want her to still feel appreciative of things i do for her,1
1129,i am feeling mellow excited about it partly because i know annie will churn all kinds of emotions inside of me esp,1
1130,i want her to be able to trust me with everything i want her to feel like she is the most valuable thing on the face of the earth i want her to feel like there is nothing that i could ever even consider thinking about because of how amazing she is,1
1131,im glad i have a god with whom i can feel safe,1
1132,i doubles victory over brown struff we went back on sunday feeling really optimistic and looking forward to another day filled with more fedtastic tennis,1
1133,i face turn red and feel shy emm no,2
1134,i hoped to get from her this weekend in an attempt to not feel so utterly isolated inside ambleside with the curtains firmly closed on what was the warmest sunniest day of the year so far,0
1135,i felt the 0 and remorse we are supposed to feel when we realize we have wronged someone corinthians,0
1136,i really feel that we are progressing towards a society that is more 2less incrementally throwing away seemingly rigid boundaries like paranoia over security of one s belongings a href http www,1
1137,i feel so unimportant insignificant like im slipping through the gaps between his fingers and he doesnt care,0
1138,i am feeling a tad smug right now,1
1139,i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase,2
1140,i did develop unknown feelings for him i think thats the reason why i feel like ive been settling for all the other guys who liked me,1
1141,i wasnt feeling that hot prior to vineman but with a little racin and a lot of self talk im now in a better spot mentally and physically,1
1142,i visit m ller in my country and go to the expensive make up stands the sales assistants are always standing right next to me and looking at me like im going to steal something so i feel really uncomfortable shopping there,2
1143,i was eager to know why i was feeling un1 and unsatisfied,0
1144,i feel crappy actually,0
1145,i feel so invigorated so focused about what im being led to pursue right now and in the future,1
1146,i feel i am shy and i am afraid of keeping my point of view,2
1147,i feel like i get a lot of questions in my list of search phrases that point people here and sometimes i m awfully disturbed at the things that somehow bring my blog up in a search engine,0
1148,i couldn t help but feel sympathetic for netflix as an army of the misinformed denounced netflix for the recent price hike,1
1149,im not going to lie i feel a little insulted,0
1150,i feel peaceful and unafraid certain that my god has my best interests at heart,1
1151,i feel awful and have had chills on and off day and night,0
1152,i was feeling at the start didnt want to move much at all was really glad to experience this glimpse into the sort of vibrant energy i will gain through out the year,1
1153,i feel virtuous for going to spin class then driving all the way to blackburn in the manual unsupervised and sucessfully handbrake starting,1
1154,i feel like nothing can stop me and sometimes i feel like so defeated,0
1155,i email authors about interviews i feel a little intimidated,2
1156,i believe people who use fulsome manners only for social reasons they aren t on the top of the scale of human evolution and i feel hurt by their fake behavior,0
1157,im not necessarily sure what but something in the education system must change or students can feel anxiety and pressure with needing to be flawless with their vast knowledge of the world,1
1158,i dont think my desire level is too much to bear but i feel unwelcome,0
1159,i am feeling a lil bit gloomy,0
1160,i find that i never stop feeling excited for our company s future,1
1161,i am grateful for every single thing i have maybe then ill start feeling dismayed when i don t have more,0
1162,i feel so stupid to think they will trust me,0
1163,i feel awful everytime ac,0
1164,i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while,2
1165,i feel like life was so flawless for so very long and now i am stressed out and wanting to cry half the time,1
1166,i feel shafted or greedy,0
1167,i stop feeling so depressed and,0
1168,i feel so emotional reaching three finals in four years,0
1169,i wasnt feeling well yesterday and today has been randomly busy,1
1170,i the ultimate place to restore the peace to feel divine to kneel for worship and to attain hapiness,1
1171,im feeling really positive desp,1
1172,i feel when i read your words and realize one more time just how very good of a writer you are the feeling of shared sympathies,1
1173,i feel pity for gatsby because the longing he feels for the past is so evident,1
1174,i met you i used to want to lock myself into a vault just to feel precious,1
1175,i really hate that feeling when youre unsure about something,2
1176,i feel like those rich people all fall into the category of don t belong when i see them on the bus,1
1177,i write which is what i consider my real profession even though by teaching poetry to troubled and poor kids i feel i m doing something useful,1
1178,i feel honored to be witness to another s process,1
1179,i had a horrible tragedy something that i was terribly ashamed of or something that was causing me great pain or that was making me feel vulnerable i have more than just one or two very trusted people who i know i could call for help,2
1180,i feel stupid and incapable and i dont know what i want to do and work is stupid and only for the next two weeks and i m questioning everything,0
1181,i am writing this at a time when i have also had an upset with the only real parent i have had almost constantly in my life and when theres no brothers and sisters around either i am an only child it feels kinda lonely,0
1182,i feel like this concert was much more successful than the previous one,1
1183,i was just feeling needy,0
1184,i also feel so awful feeling this way,0
1185,i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person,1
1186,i feel like i have been beaten hard with a baseball bat under my arm which the doctor said was a very apt description,0
1187,i feel overwhelmingly remorseful and guilty when i watch too much news or too many sad movies or television dramas,0
1188,i feel completely drained physically and mentally worn out,0
1189,i feel wonderful im tipping over backwards im so ambitious im looking back im running a race and youre the books i read so feel my fingers as they touch you arms im spinning around and i feel alright the book i read was in your eyes,1
1190,im feeling so broke right now but i 1d every minute of it,0
1191,i want to say that i feel vulnerable writing and sharing this info,2
1192,i was using it to vent out ugly feelings and be vicious and nasty rather then deal with them like an adult,0
1193,i always thought that if i contracted something from one of those people and passed it on to him that i d feel awful but after i got the sti test i thought i was basically in the clear,0
1194,i didnt feel that there were enough strong smart and funny female main characters in fiction and since thats what i imagine myself to be i started writing,1
1195,i would just go to the straight point rather than doing a defination of such as what is romance feeling or 0 feeling or suspicious feelings,2
1196,i wasnt feeling casual much,1
1197,i feel slightly emotional watching it,0
1198,i feel like i ve regained another vital part of my life which is living,1
1199,i went up to the teacher and said im gonna step outside for a second im really not feeling too well,1
1200,i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,2
1201,i could feel myself getting that shaky feeling,2
1202,i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i 1,0
1203,i feel like he was more important to me than i thought he was,1
1204,i believe its possible to be joyful and full of thanks while feeling overwhelmed and exhausted by life,2
1205,i want people to feel brave and i want society to accept us as disabled people amongst us who deserve dignity and respect not to be shunned and laughed at,1
1206,im feeling awfully spiteful right now,0
1207,i feel more of a sense of longing than of loss,1
1208,i guess you cant see how wed feel a bit unwelcome,0
1209,i stay up and feel foolish,0
1210,i think people born in the s and s hold the key to opening many doors for us we just need to make them feel treasured enough to share it,1
1211,i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,0
1212,i feel so highly intimidated that i get flustered and cant form my words not even in english with her,2
1213,i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further,2
1214,i learned in the foundry of my own childhood that humor made a perfect shield for keeping people at bay for helping me conceal my true feelings for lending the appearance of truth to all the lies i would tell about how 1 i was and for providing me with the wherewithal to get through each day,1
1215,id never do but i woke feeling stressed,0
1216,i feel i need to put my be1d uggs to one side and get back on the ballet pump bandwagon,1
1217,i feel terrible about the lady driver though,0
1218,i had a pretty trying adolescence and any time im put into a situation where im made to feel inadequate it makes me revert right back into the shy awkward teenager with low self esteem that i was in high school,0
1219,i am being told i should feel satisfied because i am in good standing with the powers that be,1
1220,i actually just feel really eager,1
1221,im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent,0
1222,i feel really bless to have a very supportive family who appreciate everything that i do,1
1223,i feel so welcomed,1
1224,i shut the door but i didn t feel triumphant,1
1225,i was feeling pretty wiped out mentally amp physically i was determined to get some oxygen to my brain,1
1226,i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one,1
1227,my roommate was rude to me,0
1228,i feel so weird not saying goodnight to mike,2
1229,i feel lighter and more compassionate after i have these little talks with myself,1
1230,i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you,0
1231,i watched his face contort in 0 i began to feel regretful of my actions,0
1232,i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my efforts to what matters most,0
1233,i prayed to trust god with my desire to feel a divine sense of home,1
1234,i found is that feeling worthless is a waste of time,0
1235,i feel totally carefree with them around,1
1236,i will not go into details from that long night but i woke up for our am bus feeling like i could barely stand and not trusting the pit in my stomach,1
1237,i feel so incredibly graceful and sexy in this pose i have to say,1
1238,i feel unimportant but even if i am in some way its still not my place to be making any decisions or voicing my opinions and its certainly not my place to be sharing my feelings,0
1239,i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why,0
1240,i want to avoid feeling disliked,0
1241,i feel pretty lame typing that but my upper body is so weak,0
1242,i feel very needy,0
1243,i feel and i think that should be respected,1
1244,i was feeling a little like a cold was coming on,0
1245,i just wanna say that the last three months i feel so 1 about my blog,1
1246,i left feeling defeated like nothing had been accomplished the day a complete waste of time amp energy,0
1247,i had ritz crackers in my desk drawer because theyre something ill eat even when i feel crappy and or dont feel like eating,0
1248,i feel that tenure protects a lot of teachers that r innocent,1
1249,i always feel i always understand that the people who are being the most hateful and harmful towards me are hurting themselves and taught wrongly and i hurt for them because i want to go back and undo the pain and childhood bigotry that binds their lives into this path,0
1250,i did wake up this morning feeling more like myself so after days of sloth i was keen to get geared up and head to higher altitudes,1
1251,i feel like the character precious,1
1252,i feel in 1 with the weight watchers program and was faithful to count my points,1
1253,i feel like one of those girls in school that i hated because their outfits were perfect everyday because they went shopping once a week,0
1254,i fought i could feel myself trusting this man who was so patient and had a cool confidence more and more,1
1255,i feel like my very essence is no more and work has drained my soul hopefully soon i will find my escape from work into a better path as i seem to be stuck only the cliquey get to move on and i do not want to roll like that,0
1256,i feel 2d because i didnt expect it,2
1257,i feel tortured by something,0
1258,i feel suffocated yet charmed my brain pauses logic,1
1259,i was feeling groggy and super tired during most of the fall we ended up staying home for thanksgiving instead of making the hour trip to see jimmys family,0
1260,i had coped for barely twenty four hours before i was feeling wrung out and distraught,2
1261,i feel that the father wants to tell you that he is pleased with you,1
1262,i uploaded and put the link to in my previous post is only good for six more days or until i feel gracious enough to upload it again,1
1263,im pretty sure it had to do with the fact that im dealing with hyperemesis not enough sleep and feeling irritable,0
1264,i wanted to feel assured,1
1265,i feel like copying the handsome boy say yay so fun,1
1266,i am sorry that you feel i deserve to be blamed for the friends i pick all of which are better then some of the friends i could be hanging out with getting high and drunk while underage,0
1267,i feel that it is d0ous to portray angels as walking the earth and intermarrying with humans,0
1268,i am feeling a bit nostalgic so decided to take a tour through my memory lane,1
1269,i feel excited about something that is soley for me here is the video about it,1
1270,i feel like i m a doomed gladiator in a stadium constructed of cardboard and copies of romeo and juliet and the outsiders are screaming for my blood,0
1271,i think she just rolled out i guess she s over it already i m kinda feeling that but no one has performed yet and word on the street is there is supposed to be a 2d performance by lil wayne nikki minaj and drake that would be dope,2
1272,i feel a tender compassion glancing at her huge and heavy rucksack,1
1273,i feel romantic and passionate toward my partner,1
1274,i hated the day job and after a few months of feeling like i was being cosmically punished for doing a good deed i was getting ready to quit when i met the woman that would become my wife,0
1275,i feel ashamed that i again let it come that far,0
1276,i feel a little ashamed that i had such low expectations in the first place,0
1277,i started feeling very gentle contractions about minutes apart,1
1278,i feel like im being a terrible person and that hes going to hate me for thinking these things,0
1279,i feel like a post might be devoted to dealing with emotions caused by situations vs,1
1280,i flung into my suitcase at the last minute didn t break on the crossing over or explode in the pressurized cabin so thus far i m feeling pretty splendid about things,1
1281,i need to listen to a song where i can be angry and feel accepted at the same time,1
1282,i find myself seeking and yearning for 1 and acceptance from people that can not provide it and then being disappointed when i am alone and feeling un1d and unworthy,0
1283,i feel accepted and appreciated by my teammates and peers,1
1284,i know that feeling for sure,1
1285,i was left feeling bothered by it for a long time afterwards,0
1286,i feel like hopeless helpless worthless scum,0
1287,i feel so blessed to have both lisa and god as friends in this life,1
1288,i stopped feeling bitter and sorry for myself and lost myself in the work my work started getting better or rather continued to get better,0
1289,i am still feeling a little remorseful that we didnt just break down and buy it,0
1290,i feel more and more stressed,0
1291,i do not feel like i am intelligent enough to be a teacher,1
1292,i feel naughty just being this girls friend,1
1293,i would stay in charge thereby helping z to feel safe yet at the same time be nurturing and loving,1
1294,i fully enjoy music when i feel afraid using headphones,2
1295,i feel so cranky right now,0
1296,i feel all festive sitting down with my address book and list christmas songs in the background and writing a personal message in each one congratulations on your exam results,1
1297,ive had so much more energy no more slugging around feeling lethargic after massive takeaways and choccy binges and my skin started to clear up instantly,0
1298,i feel pretty insecure about my current relationship,2
1299,i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,0
1300,i feel like ending my life like some song from damaged or something,0
1301,i feel totally rejected,0
1302,i say no i feel guilty begins by giving you the reasons for and benefits of being assertive without being aggressive,0
1303,i feel more jaded,0
1304,i feel a little strange chasing after them since im so disappointed in the brand as a whole,2
1305,i didn t feel too hot from the swim,1
1306,i was to her in fact so i m taking that as she feels regretful for what she has done,0
1307,i feel embarrassed by it,0
1308,i perceive you feel the dint of pity these are gracious drops,1
1309,i always feel slightly worthless almost self condemning like i should be doing more amounting more saving the world one day at a time a preacher on a podium a counselor for teen single struggling mom s a writer a motivational speaker a super mom to my baby boy,0
1310,i chose to live my life as a normal person who has feelings wants and desires i have talked up for myself been faithful to myself and i have been determined to be treated with dignity and respect,1
1311,i feel this violence is petty and impractical,0
1312,im feeling a bit more sociable now although i dont think ill be able to express everything i want to say,1
1313,i try not to laugh because sometimes it hurts vellas feelings but some of the things he does are so funny,2
1314,i 1 tall guys they make me feel so little and innocent however innocent was the last thing that i was that night,1
1315,i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc,2
1316,i feel civilly disturbed class delicious title share this on del,0
1317,i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,2
1318,i feel is a dumb plot idea,0
1319,im doing things that make me feel brave and strong i have a a href http derfwadmanor,1
1320,i just feel cold and drained all the time im either hungry or tired or cold at the moment and it sort of sucks,0
1321,i have to leave my hair alone now if im feeling impatient,0
1322,i feel not 2d by where i ended up i m 1 with a lot of what i ve achieved the positions i ve put myself in,2
1323,i just 1 the colors and the way the yarns feel i also 1 supporting small businesses and it allows me to provide quality products in my own shop,1
1324,i am not normally the kind of person who gets emotional upon meeting a public figure but as strange as it sounds seeing you yesterday for the first time ever the feeling came over me was the feeling one might feel upon seeing a be1d favorite loving aunt lol,1
1325,i am reliving all of the feelings of being rejected less than and not good enough from years ago,0
1326,i 1 a movie with a good feel to it that really keeps you enthralled and the road has just that,2
1327,i was feeling quite casual that day,1
1328,i should feel like successful independent woman a la destinys child no,1
1329,i feel funny telling you about my name change anyway gracias por todo,2
1330,i feel guilty to my family my friends who made the introduction for me to that job and somehow i even feel guilty to my boss even though he fooled and lied to me,0
1331,i feel 1ly,1
1332,i remember feeling more amused than sensing that i was in any real d0 however i must have been experiencing a little bit of shock,1
1333,i feel greedy but too idealistic what is it to expect she would want you to talk to me your proported best friend that she might be 1 you have me,0
1334,im feeling a little gun shy about this,2
1335,i feel a bit stressed so i get up and take two rescue tablets,0
1336,i feel im being hated,0
1337,i am feeling so morose right now i hate how little things like this have enough power to distract me from my day to day life,0
1338,i also like to knit but dont do it as intensely as when i was nowadays i mostly knit socks which gives me the feeling that watching tv isnt that useless because i can knit while watching a film or series,0
1339,i was afraid to clean nicos ears but after his doctor showed me how then i didnt feel like i could hurt him,0
1340,i feel that now i am a lot less irritable than i was before,0
1341,i tend to think that it kinda contributed to my medium intelligence and made me understand and feel things in a clever and sensible way in the visual arts field especially but i m always feeling that i m losing that more and more,1
1342,i think a lot of the fun there is in meeting the players expectation and making the player feel clever making it seem like they re not just clicking on an option you know,1
1343,ive had that vomity shocked feeling from jealousy before and its not something you want to keep feeling and its definitely something you want to get resolved as soon as possible,1
1344,i like to read this when i am feeling inadequate i know mistakes happen and sometimes they are the perfect mistake,0
1345,i am sure at least i hope so that the woman who responded by saying so that he could help out with the kids also feel this way but what 2d me was that all the reasons i listed above were second,2
1346,i 1d the feeling i got during an amazing slalom run whether it was in training or in a race,2
1347,i felt out of control i hated myself for feeling it then felt more out of control hated myself for hating that i hated it and it just got worse until i was walking to work in a haze trying to not curl up on the pavement and just,0
1348,i have a feeling if he balks at the soup it will be divine enough for me to finish all by myself,1
1349,i feel festive,1
1350,ill smoke a few cigarettes because im feeling a little nervous,2
1351,i may not feel hopeful and many days i do not but these truths i must call to mind the lord is my portion therefore i will hope in him,1
1352,i just feel heartbroken vunerable and sick tonight,0
1353,im feeling very indecisive about turning eighteen but hey the age does come with its own ups and downs right,2
1354,i stop feeling so mad i ll stop behaving like this,0
1355,i invite him to send me an email detailing all the ways he feels that ive wronged him and i promise to post it unedited outside of names or what not in this blog,0
1356,i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing,2
1357,im feeling hot already after tackling the front hedge,1
1358,im feeling confused but ill keep trudging through,2
1359,im feeling quite cold actually,0
1360,this happened when i could not get into the school i had initially wanted,0
